no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,2,0,0,3,75,2018,7,1,4,0,0.0,0.0,131.4,0,0
2,0,0,4,0,0,0,75,2018,3,30,4,0,0.0,0.0,82.45,0,0
2,0,1,2,3,0,0,0,2018,2,12,4,0,0.0,0.0,79.0,1,1
1,0,0,4,0,0,0,25,2018,12,13,4,0,0.0,0.0,79.9,1,1
2,0,0,4,0,0,4,19,2017,9,2,3,0,0.0,0.0,83.55,1,1
2,0,0,2,3,0,0,164,2018,8,4,4,0,0.0,0.0,94.5,1,1
2,0,2,6,0,0,0,249,2018,10,14,3,0,0.0,0.0,89.75,0,1
1,0,0,1,0,0,0,3,2018,10,13,4,0,0.0,0.0,130.0,2,1
2,0,0,1,3,0,0,30,2018,7,27,4,0,0.0,0.0,125.1,1,1
2,0,0,2,0,0,0,25,2018,10,5,4,0,0.0,0.0,149.0,1,1
2,0,1,3,0,0,3,140,2018,7,18,4,0,0.0,0.0,114.33,0,1
1,0,0,2,3,0,0,8,2018,12,16,4,0,0.0,0.0,63.4,0,1
1,0,1,2,0,0,0,4,2018,11,21,2,1,0.6931471805599453,1.3862943611198906,65.0,1,1
2,0,2,3,0,0,0,127,2018,5,6,4,0,0.0,0.0,99.45,0,1
2,0,0,4,3,0,0,98,2018,5,3,4,0,0.0,0.0,109.65,2,1
2,0,1,1,0,0,0,14,2018,8,15,4,0,0.0,0.0,151.0,1,1
3,0,2,4,0,0,3,7,2018,4,9,4,0,0.0,0.0,159.0,0,0
2,0,0,4,0,1,1,232,2018,7,12,4,0,0.0,0.0,105.25,1,0
3,0,2,1,0,0,3,91,2018,8,6,4,0,0.0,0.0,152.1,0,1
1,0,1,4,0,0,0,89,2017,7,6,4,0,0.0,0.0,68.0,1,0
2,0,1,1,0,0,3,151,2018,7,11,3,0,0.0,0.0,82.45,1,0
2,0,0,1,0,0,0,4,2018,1,26,4,0,0.0,0.0,93.0,1,1
2,0,1,2,0,0,3,32,2018,4,1,4,0,0.0,0.0,131.4,0,0
1,0,4,11,0,0,0,9,2018,1,16,4,0,0.0,0.0,81.0,0,1
2,0,2,5,0,0,0,142,2017,8,13,4,0,0.0,0.0,76.5,1,1
2,1,0,3,0,0,0,82,2018,6,29,4,0,0.0,0.0,130.5,0,0
2,0,2,1,3,0,0,28,2018,6,26,4,0,0.0,0.0,121.03,1,1
2,0,2,3,0,0,0,18,2017,8,30,4,0,0.0,0.0,89.0,1,0
2,0,0,3,0,0,0,0,2017,10,1,4,0,0.0,0.0,138.67,0,1
2,0,1,3,0,0,0,282,2018,12,29,4,0,0.0,0.0,83.3,2,0
3,0,0,1,0,0,3,63,2018,7,28,4,0,0.0,0.0,137.7,2,1
2,0,2,2,0,0,3,47,2018,4,29,4,0,0.0,0.0,132.6,2,1
3,0,1,3,0,0,3,106,2018,7,11,4,0,0.0,0.0,139.95,2,1
1,0,0,3,0,0,0,75,2018,6,16,4,0,0.0,0.0,130.5,1,1
2,0,2,0,0,1,0,2,2018,1,3,4,0,0.0,0.0,80.6,0,1
2,0,1,3,3,0,0,30,2018,12,5,4,0,0.0,0.0,74.8,1,1
2,0,2,2,3,0,0,98,2018,5,29,4,0,0.0,0.0,109.65,2,1
2,0,1,3,3,0,0,129,2018,4,11,4,0,0.0,0.0,80.75,1,1
2,0,2,3,0,0,0,17,2017,8,27,4,0,0.0,0.0,105.0,2,1
3,0,2,1,0,0,0,148,2018,8,21,3,0,0.0,0.0,96.9,0,1
2,2,0,3,0,0,5,101,2018,12,8,4,0,0.0,0.0,165.6,1,1
2,0,1,3,0,0,3,78,2018,12,26,4,0,0.0,0.0,105.61,0,0
2,0,0,1,0,0,0,13,2018,4,8,4,0,0.0,0.0,101.0,1,1
2,2,2,4,0,0,5,63,2018,4,10,4,0,0.0,0.0,167.45,1,0
1,0,2,2,0,0,4,44,2018,5,27,2,0,0.0,0.0,135.4,0,0
1,0,1,0,0,0,0,54,2017,10,5,2,0,0.0,0.0,65.0,0,1
3,0,0,2,0,1,3,220,2018,8,31,4,0,0.0,0.0,137.7,1,0
2,0,0,3,0,0,3,61,2018,9,8,4,0,0.0,0.0,145.4,1,1
2,0,1,1,0,0,3,131,2018,10,17,4,0,0.0,0.0,132.3,0,0
1,0,1,4,0,0,0,141,2018,7,6,4,0,0.0,0.0,107.95,0,1
1,0,0,1,0,0,0,36,2018,3,1,2,0,0.0,0.0,86.5,0,1
2,0,1,2,0,0,0,17,2018,10,3,3,0,0.0,0.0,85.0,0,1
1,0,0,3,0,0,0,96,2018,11,16,4,0,0.0,0.0,84.6,0,1
2,0,2,3,3,0,0,14,2018,3,3,4,0,0.0,0.0,83.0,1,1
1,0,0,1,3,0,0,14,2018,6,8,4,0,0.0,0.0,109.0,0,1
3,0,0,2,0,0,3,34,2018,3,25,4,0,0.0,0.0,159.3,0,0
3,0,0,5,0,0,3,144,2018,10,25,4,0,0.0,0.0,123.3,0,0
2,0,2,4,0,0,3,119,2018,4,28,4,0,0.0,0.0,103.7,0,0
3,0,1,3,0,0,0,35,2018,9,5,4,0,0.0,0.0,110.16,0,1
2,0,1,2,0,0,3,12,2018,4,11,4,0,0.0,0.0,136.0,1,1
2,0,2,1,0,0,1,101,2018,8,20,4,0,0.0,0.0,109.83,2,1
2,0,0,5,3,0,0,128,2018,8,9,4,0,0.0,0.0,103.5,1,1
2,0,0,5,3,0,0,225,2018,12,27,4,0,0.0,0.0,70.55,3,1
2,0,1,0,3,0,0,2,2018,9,12,4,0,0.0,0.0,135.0,2,1
2,0,0,5,0,1,1,5,2017,12,22,1,0,0.0,0.0,1.6,0,1
2,0,0,2,0,0,3,126,2018,12,30,4,0,0.0,0.0,139.88,1,0
2,0,1,4,0,0,0,65,2017,12,30,4,0,0.0,0.0,96.2,1,1
1,0,1,2,0,0,3,56,2018,5,27,4,0,0.0,0.0,140.4,0,0
2,0,0,2,0,1,0,137,2018,8,19,4,0,0.0,0.0,118.8,1,1
1,1,1,0,0,1,0,22,2018,8,1,4,0,0.0,0.0,138.0,1,1
2,0,0,3,0,0,3,57,2018,9,1,4,0,0.0,0.0,123.3,1,0
3,0,0,3,0,0,3,51,2018,5,17,4,0,0.0,0.0,159.3,0,0
2,0,1,3,0,0,1,102,2018,12,26,4,0,0.0,0.0,110.34,0,0
1,0,2,3,0,0,3,12,2018,4,29,4,0,0.0,0.0,152.0,1,1
2,0,1,3,0,0,0,50,2018,9,8,4,0,0.0,0.0,135.9,1,0
1,0,0,2,0,0,0,58,2018,1,27,3,0,0.0,0.0,85.5,0,1
2,0,2,4,0,0,0,99,2018,4,2,4,0,0.0,0.0,62.37,0,1
2,0,0,1,3,0,0,0,2018,5,14,4,0,0.0,0.0,129.0,1,1
1,0,0,2,1,0,0,27,2017,9,22,3,0,0.0,0.0,83.0,0,1
2,0,0,2,0,0,0,1,2018,9,15,2,1,0.0,0.6931471805599453,75.0,0,1
2,0,2,2,0,0,0,171,2018,12,31,3,0,0.0,0.0,76.08,1,1
2,2,0,1,0,0,5,3,2017,8,29,4,0,0.0,0.0,156.0,0,1
2,0,0,1,0,0,0,8,2017,9,24,4,0,0.0,0.0,133.0,0,1
1,0,0,3,3,0,0,28,2018,12,22,4,0,0.0,0.0,88.0,0,0
2,0,0,3,0,0,0,192,2018,8,25,3,0,0.0,0.0,100.0,0,1
2,0,1,0,0,0,0,5,2018,6,26,4,0,0.0,0.0,109.0,1,1
2,0,2,4,0,0,0,104,2018,4,2,4,0,0.0,0.0,82.45,2,0
2,0,2,3,0,0,0,34,2018,3,4,3,0,0.0,0.0,65.0,0,1
2,0,2,2,0,0,0,81,2018,12,4,3,0,0.0,0.0,75.0,0,1
2,2,0,4,0,0,5,169,2018,7,5,4,0,0.0,0.0,167.45,2,0
2,0,0,2,3,0,0,0,2018,8,31,4,0,0.0,0.0,139.0,2,1
2,0,1,3,0,0,0,38,2018,6,20,4,0,0.0,0.0,99.9,1,1
2,0,2,2,0,0,0,115,2018,2,27,3,0,0.0,0.0,86.0,0,1
2,0,0,2,0,1,0,6,2017,11,6,4,0,0.0,0.0,116.0,0,1
2,1,2,4,0,0,0,109,2018,7,6,4,0,0.0,0.0,105.21,4,1
2,0,1,3,3,0,0,10,2018,11,17,4,0,0.0,0.0,78.63,0,1
1,0,2,3,0,0,3,54,2018,11,6,2,0,0.0,0.0,94.0,0,1
2,0,2,2,0,0,0,7,2017,9,19,4,0,0.0,0.0,126.0,1,1
1,0,2,2,0,0,0,4,2018,7,16,3,0,0.0,0.0,68.0,0,0
2,0,1,4,0,0,0,137,2018,7,6,4,0,0.0,0.0,107.95,0,1
2,0,1,1,0,0,5,20,2018,12,31,4,0,0.0,0.0,208.0,1,1
2,0,1,0,0,0,0,0,2018,8,15,4,0,0.0,0.0,216.0,0,0
2,0,0,2,0,0,0,22,2018,7,5,3,0,0.0,0.0,85.0,0,1
1,0,1,3,0,0,3,32,2018,10,10,4,0,0.0,0.0,148.28,0,0
2,0,2,0,0,0,0,22,2018,9,25,4,0,0.0,0.0,107.03,1,1
2,0,2,3,3,0,0,49,2018,6,17,3,0,0.0,0.0,72.25,2,1
2,0,1,3,0,0,3,11,2018,8,18,4,0,0.0,0.0,155.5,1,0
2,0,0,3,0,0,3,62,2017,11,19,3,0,0.0,0.0,60.0,0,1
2,0,1,3,3,0,0,56,2018,12,26,4,0,0.0,0.0,88.4,0,0
2,0,0,1,3,0,0,54,2018,8,26,4,0,0.0,0.0,125.1,0,0
2,1,2,2,0,0,0,10,2018,2,13,4,0,0.0,0.0,91.0,0,1
2,0,0,2,3,1,0,201,2018,8,9,4,0,0.0,0.0,103.5,1,0
2,0,0,2,0,0,0,61,2017,10,28,4,0,0.0,0.0,89.25,2,1
2,0,2,2,3,0,0,66,2018,10,16,4,0,0.0,0.0,108.0,1,0
2,0,2,2,0,0,0,2,2017,8,8,4,0,0.0,0.0,90.0,2,1
2,0,0,3,3,0,0,22,2018,9,15,4,0,0.0,0.0,139.0,3,1
2,0,1,3,0,0,0,83,2018,5,2,3,0,0.0,0.0,80.75,0,1
1,0,0,1,0,0,0,10,2018,9,15,4,0,0.0,0.0,143.1,1,0
2,0,0,2,0,0,0,1,2018,7,26,2,0,0.0,0.0,79.5,0,1
2,0,1,3,0,0,3,63,2018,2,4,4,0,0.0,0.0,62.32,3,1
1,0,6,15,0,0,3,12,2018,3,30,4,0,0.0,0.0,128.06,0,0
2,0,0,3,0,0,0,69,2018,10,25,4,0,0.0,0.0,69.99,0,0
2,1,1,2,0,0,0,16,2018,6,13,4,0,0.0,0.0,132.33,3,1
2,0,0,1,0,0,0,23,2017,9,4,4,0,0.0,0.0,105.0,0,1
2,0,0,1,3,0,0,0,2018,1,1,4,0,0.0,0.0,86.0,0,1
2,2,0,1,1,0,5,22,2018,8,5,4,0,0.0,0.0,297.0,1,1
2,0,0,4,3,0,0,16,2018,3,8,4,0,0.0,0.0,83.5,0,0
3,0,0,3,0,0,3,79,2018,4,28,4,0,0.0,0.0,149.1,1,1
2,0,2,2,0,0,0,60,2017,9,12,4,0,0.0,0.0,71.4,0,1
1,0,1,0,0,0,0,3,2018,8,28,3,0,0.0,0.0,80.0,0,1
1,0,0,1,0,1,0,2,2018,4,20,2,1,0.0,1.791759469228055,67.0,1,1
2,0,0,2,0,0,3,75,2018,5,3,4,0,0.0,0.0,140.4,1,0
1,0,0,2,0,0,0,2,2018,12,14,2,1,0.0,3.1354942159291497,65.0,1,1
2,0,0,2,3,0,0,39,2018,3,11,4,0,0.0,0.0,71.1,1,0
2,0,0,1,3,0,0,73,2018,11,12,4,0,0.0,0.0,79.2,2,1
2,0,0,3,0,0,0,5,2018,2,16,4,0,0.0,0.0,91.0,0,1
3,0,0,3,0,0,0,127,2018,7,14,3,0,0.0,0.0,96.9,1,1
1,0,0,3,3,0,0,15,2018,4,12,4,0,0.0,0.0,117.67,0,0
2,0,2,5,0,0,3,86,2018,5,11,4,0,0.0,0.0,102.1,1,1
1,0,0,1,0,0,0,1,2018,6,28,4,0,0.0,0.0,133.0,2,1
2,0,0,4,0,0,3,72,2018,3,8,4,0,0.0,0.0,82.45,1,0
2,0,0,1,0,0,0,91,2018,10,7,4,0,0.0,0.0,106.92,1,0
2,0,0,4,3,0,0,24,2018,8,2,4,0,0.0,0.0,139.0,1,1
2,0,0,1,0,0,1,72,2018,3,19,4,0,0.0,0.0,78.15,0,0
2,1,1,1,0,0,0,31,2018,6,20,3,0,0.0,0.0,118.5,0,1
2,0,2,2,0,0,3,68,2018,11,18,4,0,0.0,0.0,74.61,1,1
2,0,0,2,0,0,3,24,2018,10,28,4,0,0.0,0.0,154.0,2,1
2,0,2,2,0,0,0,10,2018,12,3,4,0,0.0,0.0,89.89,1,1
2,0,1,2,0,0,0,86,2018,5,20,3,0,0.0,0.0,32.5,1,1
2,0,1,2,3,0,0,59,2018,10,31,4,0,0.0,0.0,60.35,1,1
2,0,2,3,0,0,3,47,2018,10,16,4,0,0.0,0.0,97.82,1,1
3,0,0,1,0,0,3,88,2018,8,19,4,0,0.0,0.0,150.3,1,1
1,0,0,1,0,0,0,0,2018,1,19,1,1,1.0986122886681098,2.3978952727983707,0.0,1,1
2,0,2,0,3,0,0,71,2018,11,6,4,0,0.0,0.0,120.15,0,1
1,0,2,5,0,0,0,14,2018,12,6,4,0,0.0,0.0,90.1,0,1
3,0,0,1,0,0,3,146,2018,7,8,4,0,0.0,0.0,146.7,2,1
2,0,0,3,0,0,0,80,2018,3,3,4,0,0.0,0.0,80.3,1,1
3,0,0,3,0,0,3,60,2018,12,8,4,0,0.0,0.0,126.0,0,0
2,0,1,4,0,0,3,49,2017,11,9,3,0,0.0,0.0,60.0,0,1
2,0,1,3,0,0,0,8,2018,6,20,4,0,0.0,0.0,128.5,2,1
2,0,1,3,0,0,0,45,2018,11,24,1,0,0.0,0.0,0.0,0,1
2,1,2,6,0,0,0,185,2018,8,2,4,0,0.0,0.0,114.75,1,0
3,0,2,2,0,0,4,2,2018,12,24,4,0,0.0,0.0,110.5,1,1
2,0,0,4,0,0,3,112,2018,6,1,4,0,0.0,0.0,132.6,0,0
2,0,1,2,0,0,0,205,2018,9,5,4,0,0.0,0.0,126.9,2,0
2,0,2,0,3,0,0,47,2018,5,22,4,0,0.0,0.0,116.1,0,1
2,0,2,2,0,0,0,87,2018,12,18,3,0,0.0,0.0,75.0,0,1
2,0,3,5,0,0,3,119,2018,7,4,3,0,0.0,0.0,82.45,0,1
2,0,0,5,0,0,3,48,2018,5,10,4,0,0.0,0.0,140.4,1,1
2,1,2,0,0,0,0,68,2018,4,24,4,0,0.0,0.0,117.0,2,1
2,0,0,1,0,0,0,1,2018,11,23,4,0,0.0,0.0,120.0,0,1
3,0,2,2,0,0,3,117,2018,10,28,4,0,0.0,0.0,123.3,2,1
2,0,0,1,3,0,0,7,2017,10,22,4,0,0.0,0.0,114.0,1,1
1,0,1,3,0,0,0,7,2018,2,15,4,0,0.0,0.0,66.22,1,0
2,0,0,2,3,0,0,121,2018,7,7,4,0,0.0,0.0,112.5,1,1
2,0,1,3,0,0,0,158,2018,6,30,4,0,0.0,0.0,90.95,1,1
1,0,2,7,0,0,0,0,2017,8,25,1,0,0.0,0.0,0.0,0,1
1,0,0,1,0,0,0,6,2018,6,8,2,1,0.6931471805599453,1.9459101490553132,65.0,1,1
2,0,2,5,3,0,0,203,2018,10,24,4,0,0.0,0.0,85.5,0,0
2,0,0,2,3,0,0,152,2018,7,27,4,0,0.0,0.0,94.5,1,1
1,0,0,2,1,0,0,5,2018,3,8,4,0,0.0,0.0,1.0,0,1
2,0,2,1,0,0,3,40,2017,11,7,3,0,0.0,0.0,60.0,0,1
2,0,0,1,0,0,0,18,2017,10,9,4,0,0.0,0.0,126.0,1,1
1,0,2,1,0,0,0,116,2018,2,28,3,0,0.0,0.0,85.0,0,1
2,0,0,1,3,0,0,1,2018,9,15,4,0,0.0,0.0,159.0,1,1
2,0,0,3,0,0,0,64,2018,11,22,4,0,0.0,0.0,93.6,1,0
2,0,1,4,0,0,0,29,2018,3,2,3,0,0.0,0.0,87.0,0,1
1,0,0,3,0,0,0,162,2017,9,17,3,0,0.0,0.0,60.0,0,1
2,0,2,3,0,0,0,212,2018,5,20,4,0,0.0,0.0,78.0,0,0
1,0,2,4,0,0,0,106,2018,11,6,2,0,0.0,0.0,79.0,0,0
2,1,1,0,0,0,0,2,2018,9,11,4,0,0.0,0.0,175.0,1,1
2,0,1,3,0,0,0,82,2018,6,30,4,0,0.0,0.0,88.01,1,1
2,1,0,1,0,0,0,45,2018,2,27,4,0,0.0,0.0,86.55,1,1
2,0,2,1,3,0,0,11,2018,9,25,4,0,0.0,0.0,129.0,1,1
1,0,0,2,0,1,0,0,2017,10,27,2,1,0.0,0.6931471805599453,65.0,0,1
3,0,0,1,0,0,3,59,2018,4,21,4,0,0.0,0.0,137.7,2,1
2,0,2,0,0,0,0,34,2018,2,28,1,0,0.0,0.0,6.5,1,1
2,0,2,1,0,0,0,117,2018,3,12,3,0,0.0,0.0,55.0,0,1
2,2,0,5,0,0,5,22,2017,12,29,4,0,0.0,0.0,199.0,0,1
2,1,0,1,0,0,0,102,2018,7,9,4,0,0.0,0.0,130.5,2,1
1,0,2,2,0,0,0,2,2017,10,9,4,0,0.0,0.0,0.0,0,1
2,0,0,1,0,0,0,8,2018,7,2,4,0,0.0,0.0,151.0,1,0
2,0,0,1,3,0,0,4,2018,5,28,4,0,0.0,0.0,149.0,0,1
2,0,1,3,0,0,3,32,2018,10,6,4,0,0.0,0.0,140.0,2,1
1,0,2,3,0,0,3,2,2017,11,1,4,0,0.0,0.0,90.09,0,1
2,0,0,3,0,0,0,24,2017,10,8,4,0,0.0,0.0,107.0,1,1
2,0,0,4,0,0,0,73,2018,3,29,4,0,0.0,0.0,82.45,1,1
2,0,2,2,0,0,0,156,2018,7,2,4,0,0.0,0.0,93.08,1,0
2,0,0,3,0,0,3,14,2018,6,28,4,0,0.0,0.0,152.67,1,0
2,0,1,5,0,0,0,44,2018,6,28,4,0,0.0,0.0,117.9,1,1
2,0,1,3,0,0,3,29,2018,3,7,4,0,0.0,0.0,73.73,1,1
2,0,1,2,0,1,0,11,2017,12,11,4,0,0.0,0.0,96.0,2,1
2,0,0,1,0,0,0,5,2018,2,4,3,0,0.0,0.0,66.0,2,1
1,0,0,2,0,0,0,12,2018,6,14,2,1,0.0,1.791759469228055,65.0,1,1
2,1,1,2,0,0,0,35,2018,3,25,3,0,0.0,0.0,76.05,1,1
2,0,0,4,3,0,0,0,2018,11,16,4,0,0.0,0.0,59.94,0,1
2,0,0,1,0,0,0,2,2018,8,17,4,0,0.0,0.0,130.0,2,1
2,0,0,2,3,0,0,35,2018,10,28,4,0,0.0,0.0,109.0,1,0
2,0,1,1,0,0,0,180,2018,5,2,4,0,0.0,0.0,0.0,1,1
2,0,2,2,0,0,0,14,2018,3,13,4,0,0.0,0.0,109.0,1,1
2,0,2,2,3,0,0,3,2018,10,16,4,0,0.0,0.0,135.0,1,1
2,0,1,2,0,0,0,11,2018,1,29,4,0,0.0,0.0,89.0,1,1
2,2,1,1,0,0,5,8,2018,9,24,4,0,0.0,0.0,259.0,0,0
2,0,0,1,3,0,0,39,2018,2,26,4,0,0.0,0.0,81.0,1,1
2,0,0,1,0,0,0,41,2018,6,28,3,0,0.0,0.0,85.6,0,1
2,0,0,4,0,0,3,54,2017,11,18,3,0,0.0,0.0,60.0,0,1
1,0,0,1,1,0,0,0,2018,3,17,3,0,0.0,0.0,76.5,1,1
3,0,2,3,0,0,0,161,2018,10,2,4,0,0.0,0.0,108.8,2,0
2,0,2,5,0,0,0,70,2018,5,11,4,0,0.0,0.0,119.85,2,1
2,0,2,1,0,0,0,239,2018,10,23,4,0,0.0,0.0,96.3,0,0
2,0,0,1,0,0,3,34,2018,9,7,4,0,0.0,0.0,111.6,0,1
1,0,0,3,0,0,0,42,2017,9,15,2,0,0.0,0.0,65.0,0,1
2,0,0,2,0,0,0,32,2018,11,11,4,0,0.0,0.0,130.0,1,1
3,0,0,1,0,0,3,0,2018,6,22,4,0,0.0,0.0,147.0,2,1
2,0,2,1,0,0,0,9,2018,3,26,4,0,0.0,0.0,144.33,0,0
2,0,1,0,3,0,0,3,2018,11,21,4,0,0.0,0.0,95.0,0,0
2,0,2,4,0,0,0,84,2018,3,5,3,0,0.0,0.0,50.33,0,1
1,0,0,1,0,0,0,5,2018,3,2,0,0,0.0,0.0,91.0,0,1
3,1,0,3,0,0,6,58,2018,7,27,4,0,0.0,0.0,191.9,2,1
0,2,2,2,0,0,1,34,2018,3,25,4,0,0.0,0.0,79.8,2,1
2,0,1,3,0,0,3,84,2018,8,15,4,0,0.0,0.0,131.4,0,1
2,0,1,0,0,0,4,3,2018,10,9,4,0,0.0,0.0,195.0,2,1
3,0,1,0,0,0,3,70,2018,7,31,4,0,0.0,0.0,146.7,0,0
2,0,0,4,0,0,0,59,2018,8,31,4,0,0.0,0.0,109.8,1,1
3,0,0,1,0,0,0,10,2017,9,24,4,0,0.0,0.0,161.0,2,1
2,0,0,2,0,0,3,36,2018,6,9,4,0,0.0,0.0,133.2,0,0
2,0,2,8,0,0,1,302,2018,8,2,4,0,0.0,0.0,74.6,1,1
2,0,2,3,1,0,0,79,2018,4,30,3,0,0.0,0.0,105.0,0,1
2,0,3,5,3,0,0,1,2018,12,5,4,0,0.0,0.0,77.03,1,1
2,0,0,3,0,0,0,71,2018,7,6,3,0,0.0,0.0,85.0,0,1
2,2,2,3,0,0,5,62,2018,4,24,4,0,0.0,0.0,167.79,2,1
2,0,1,3,0,0,3,50,2018,11,17,4,0,0.0,0.0,74.61,1,1
2,0,0,4,0,0,0,149,2018,11,16,4,0,0.0,0.0,65.45,1,1
2,0,0,3,0,0,0,43,2018,10,20,4,0,0.0,0.0,146.33,2,1
2,0,0,1,0,0,0,0,2017,12,9,1,1,0.0,1.3862943611198906,0.0,1,1
2,0,2,5,0,0,0,206,2018,10,6,4,0,0.0,0.0,102.85,0,0
1,0,0,2,0,0,0,4,2017,9,15,3,0,0.0,0.0,115.0,0,1
3,0,0,3,0,0,3,122,2018,5,12,4,0,0.0,0.0,153.0,2,1
1,0,0,2,1,0,0,69,2017,9,22,3,0,0.0,0.0,83.0,0,1
2,0,1,1,0,0,0,75,2018,12,3,3,0,0.0,0.0,75.0,0,1
2,0,1,3,3,0,0,17,2018,3,17,4,0,0.0,0.0,97.0,0,0
1,0,0,0,0,0,6,7,2018,10,10,4,0,0.0,0.0,0.0,1,1
2,0,0,2,3,0,0,2,2018,10,27,4,0,0.0,0.0,130.0,3,1
2,0,1,2,0,0,0,42,2018,11,11,4,0,0.0,0.0,121.33,4,1
1,0,1,3,0,0,0,51,2018,11,3,4,0,0.0,0.0,90.0,0,0
2,0,1,2,0,0,0,52,2017,11,6,4,0,0.0,0.0,73.2,1,1
2,0,0,2,0,0,3,27,2018,6,22,4,0,0.0,0.0,120.12,1,1
2,0,1,2,3,0,0,191,2018,8,22,4,0,0.0,0.0,94.5,0,0
2,0,1,4,0,0,0,37,2017,11,25,4,0,0.0,0.0,94.18,2,1
3,0,2,0,0,0,3,51,2018,10,2,4,0,0.0,0.0,151.2,1,1
1,0,1,0,0,0,0,7,2017,11,16,2,0,0.0,0.0,79.0,0,1
2,0,1,2,0,0,0,3,2018,9,12,3,0,0.0,0.0,95.0,0,1
2,0,2,1,0,0,3,69,2018,5,7,4,0,0.0,0.0,140.4,3,1
2,0,2,1,0,0,0,59,2018,11,12,3,0,0.0,0.0,75.0,0,1
2,0,0,3,0,1,0,9,2017,12,9,4,0,0.0,0.0,96.0,0,1
2,0,0,3,0,0,0,10,2018,3,17,4,0,0.0,0.0,109.0,0,0
2,0,1,2,0,0,0,49,2018,3,4,4,0,0.0,0.0,79.63,1,1
2,0,1,3,0,0,0,42,2018,4,21,4,0,0.0,0.0,103.84,0,1
1,0,1,1,0,0,0,0,2018,3,21,2,1,0.0,2.5649493574615367,65.0,0,1
2,0,0,2,3,0,0,26,2018,9,15,4,0,0.0,0.0,139.0,0,0
2,0,0,3,0,0,0,0,2018,8,10,4,0,0.0,0.0,130.9,1,1
2,2,1,1,3,0,5,7,2017,8,17,4,0,0.0,0.0,153.0,0,1
2,0,1,2,0,0,0,80,2017,7,3,4,0,0.0,0.0,76.5,1,0
2,0,2,3,1,0,3,197,2018,8,27,4,0,0.0,0.0,137.7,2,0
2,0,0,3,3,0,0,73,2018,4,28,4,0,0.0,0.0,105.9,0,1
2,0,0,4,3,0,0,8,2017,10,28,4,0,0.0,0.0,109.25,0,1
2,0,1,3,0,0,0,15,2018,5,30,4,0,0.0,0.0,100.73,0,1
2,1,0,1,0,1,3,17,2018,7,23,4,0,0.0,0.0,196.0,2,1
2,0,0,1,0,0,0,16,2018,11,16,4,0,0.0,0.0,93.0,0,1
2,0,0,1,0,0,0,16,2018,3,11,2,0,0.0,0.0,75.0,0,1
3,0,0,2,0,0,3,64,2018,9,16,4,0,0.0,0.0,168.3,1,1
1,0,0,2,3,0,0,3,2018,9,15,4,0,0.0,0.0,149.0,2,1
2,0,1,4,1,0,0,129,2018,7,25,4,0,0.0,0.0,131.75,0,0
2,0,0,3,0,0,0,154,2018,9,8,4,0,0.0,0.0,126.9,3,1
2,0,0,1,0,1,0,60,2018,10,11,4,0,0.0,0.0,127.8,1,1
1,0,2,7,0,0,0,3,2017,12,22,4,0,0.0,0.0,67.5,0,1
2,0,2,1,0,0,0,185,2018,3,27,4,0,0.0,0.0,85.0,2,1
2,0,2,3,0,0,0,18,2018,11,11,4,0,0.0,0.0,93.84,1,1
2,0,2,4,3,0,0,185,2018,8,28,4,0,0.0,0.0,61.0,0,0
2,0,1,2,3,0,0,33,2018,9,9,4,0,0.0,0.0,125.1,1,1
2,0,1,3,1,0,0,112,2018,12,5,4,0,0.0,0.0,126.3,2,0
2,0,0,1,0,0,0,37,2018,6,9,4,0,0.0,0.0,108.9,1,1
1,0,0,2,0,0,0,37,2017,10,22,4,0,0.0,0.0,90.9,1,1
1,0,0,1,0,1,0,2,2018,5,4,2,1,0.0,1.9459101490553132,67.0,0,1
2,0,0,1,3,0,0,1,2018,9,3,4,0,0.0,0.0,149.0,1,1
2,0,0,1,0,0,3,62,2018,4,22,4,0,0.0,0.0,91.48,1,1
2,0,1,3,3,0,0,219,2018,10,6,4,0,0.0,0.0,92.65,0,0
3,0,1,2,0,0,3,102,2018,8,19,4,0,0.0,0.0,152.1,3,1
2,0,0,3,3,0,0,36,2018,10,25,4,0,0.0,0.0,109.0,2,1
2,0,2,3,1,0,3,22,2018,12,29,4,0,0.0,0.0,198.88,2,1
1,0,0,1,0,0,0,18,2018,9,27,2,1,0.6931471805599453,1.791759469228055,95.0,0,1
2,0,0,3,0,0,3,36,2018,9,28,4,0,0.0,0.0,147.6,2,1
3,0,1,4,0,0,3,115,2018,7,18,4,0,0.0,0.0,141.3,0,1
2,0,2,3,0,0,0,47,2018,4,16,3,0,0.0,0.0,85.5,0,1
2,1,0,1,0,0,0,36,2018,3,24,4,0,0.0,0.0,115.2,0,0
2,0,2,2,0,0,3,24,2018,4,29,4,0,0.0,0.0,156.0,0,1
2,0,2,1,0,0,0,87,2017,8,9,4,0,0.0,0.0,76.5,2,1
2,0,0,3,0,0,0,48,2018,11,10,3,0,0.0,0.0,75.0,0,1
2,0,2,1,0,0,0,25,2018,2,14,4,0,0.0,0.0,72.8,0,0
2,0,2,4,0,0,3,87,2018,10,16,4,0,0.0,0.0,132.3,0,0
